Signal_Time,Symbol,Decision,Entry_Price,Take_Profit,Stop_Loss,Outcome,Exit_Time,Exit_Price,Profit_Pips
2025-08-16 14:40:38,BTC/USDT,SELL,117724.95,113993.17,120212.81,OPEN,,,
2025-m-d 21:19:39,BTC/USDT,SELL,117659.26,115363.41,113067.55,110771.7,119955.11,OPEN,,,
2025-m-d 21:26:29,BTC/USDT,SELL,114754.77,112642.39,110530.01,108417.63,116867.15,OPEN,,,
2025-m-d 19:09:50,BTC/USDT,SELL,113161.41,111183.5,109205.59,107227.68,115139.32,OPEN,,,
2025-m-d 22:13:53,BTC/USDT,SELL,114932.73,111868.47,108804.21,105739.95,117996.99,OPEN,,,
2025-m-d 23:00:03,BTC/USDT,SELL,112160.01,109315.11,106470.21,103625.32,115004.91,OPEN,,,
2025-m-d 19:14:37,BTC/USDT,SELL,111414.77,108722.48,106030.19,103337.9,114107.06,OPEN,,,
2025-m-d 21:19:49,BTC/USDT,SELL,113073.24,110493.25,107913.26,105333.27,115653.23,OPEN,,,
